Column 5,Column 6
yorha_no._9_type_s,nier_automata
kashuu_kiyomitsu,touken_ranbu
yorha_type_a_no._2,nier_automata
takemi_tae,persona_5
miyaura_sanshio,original
tsushima_(kantai_collection),kantai_collection
wilhelmina_braunschweig_ingenohl_friedeburg,high_school_fleet
kagerou_(kantai_collection),kantai_collection
kuroshio_(kantai_collection),kantai_collection
tamaki_iroha,mahou_shoujo_madoka_magica
hamanami_(kantai_collection),kantai_collection
olive_laurentia,original
chikuma_(kantai_collection),kantai_collection
kishinami_(kantai_collection),kantai_collection
oboro_(kantai_collection),kantai_collection
myoukou_(kantai_collection),kantai_collection
noshiro_(kantai_collection),kantai_collection
hinata_kaho,blend_s
intrepid_(kantai_collection),kantai_collection
bayonetta_(character),bayonetta
melon-chan,melonbooks
kanbaru_suruga,monogatari_(series)
lambdadelta,umineko_no_naku_koro_ni
hoshino_yumemi,planetarian
shihou_matsuri,sola
fujibayashi_ryou,clannad
mata_hari_(fate/grand_order),fate_(series)
angel_(kof),the_king_of_fighters
kisaragi_(kantai_collection),kantai_collection
kinu_(kantai_collection),kantai_collection
rom_(neptune_series),neptune_(series)
if_(neptune_series),neptune_(series)
kula_diamond,the_king_of_fighters
shizuka_rin,nijisanji
tanaka_mamimi,idolmaster_shiny_colors
jervis_(kantai_collection),kantai_collection
shinjou_akane,ssss.gridman
sona_buvelle,league_of_legends
an-94_(girls_frontline),girls_frontline
cucouroux_(granblue_fantasy),granblue_fantasy
nenohi_(kantai_collection),kantai_collection
matsuno_choromatsu,osomatsu-san
yuri_plisetsky,yuri!!!_on_ice
mutsu-no-kami_yoshiyuki,touken_ranbu
fubuki_(one-punch_man),one-punch_man
aoki_lapis,vocaloid
luo_tianyi,vocanese
kurapika,hunter_x_hunter
zara_(kantai_collection),kantai_collection
tatsumaki,one-punch_man
io_(pso2),phantasy_star_online_2
lecia_(granblue_fantasy),granblue_fantasy
yggdrasil_(granblue_fantasy),granblue_fantasy
ayasato_mayoi,gyakuten_saiban
jinx_(league_of_legends),league_of_legends
musashi_(kantai_collection),kantai_collection
alicia_(granblue_fantasy),granblue_fantasy
shibuki_ran,aikatsu!_(series)
kudelia_aina_bernstein,gundam_tekketsu_no_orphans
amano_tora,original
nikka_edvardine_katajainen,world_witches_series
nami_(one_piece),one_piece
kokoro_(doa),dead_or_alive
amano_megumi,amano_megumi_wa_suki_darake!
blue_mary,the_king_of_fighters
nakaseko_kaori,hibike!_euphonium
sakuragi_hinako,hinako_note
utane_uta,utau
hagikaze_(kantai_collection),kantai_collection
natori_(kantai_collection),kantai_collection
umikaze_(kantai_collection),kantai_collection
matoi_(pso2),phantasy_star_online_2
noel_vermillion,blazblue:_chronophantasma
shirayuki_(kantai_collection),kantai_collection
mamiya_(kantai_collection),kantai_collection
kako_(kantai_collection),kantai_collection
aoba_(kantai_collection),kantai_collection
arare_(kantai_collection),kantai_collection
isuzu_hana,girls_und_panzer
aqua_(konosuba),kono_subarashii_sekai_ni_shukufuku_wo!
abukuma_(kantai_collection),kantai_collection
i-26_(kantai_collection),kantai_collection
hoshimiya_ichigo,aikatsu!_(series)
sara_(granblue_fantasy),granblue_fantasy
yamamura_sadako,the_ring
musujime_awaki,to_aru_majutsu_no_index
komori_kiri,sayonara_zetsubou_sensei
konoe_subaru,mayo_chiki!
erica_fontaine,sakura_taisen_iii
shinguuji_sakura,sakura_taisen
stocking_(psg),panty_&_stocking_with_garterbelt
kawashiro_mitori,touhou
laura_bodewig,infinite_stratos
fuuro_(pokemon),pokemon_bw
shanghai_doll,touhou
soga_no_tojiko,touhou
united_kingdom_(hetalia),axis_powers_hetalia
horizon_ariadust,kyoukaisenjou_no_horizon
mary_stuart,kyoukaisenjou_no_horizon
asama_tomo,kyoukaisenjou_no_horizon
natsuki_mikuru,aikatsu!_(series)
korra,the_legend_of_korra
sophie_neuenmuller,atelier_lydie_&_suelle
kokonoe_tsubaki,original
hakamichi_shizune,katawa_shoujo
sanada_akihiko,persona_4:_the_ultimate_in_mayonaka_arena
ken_masters,street_fighter
lara_croft,tomb_raider_(reboot)
nina_williams,tekken_3
hazama,blazblue
c.c._lemon_(character),c.c._lemon
ash_crimson,the_king_of_fighters
zarya_(overwatch),overwatch
jin_kisaragi,blazblue
imca,senjou_no_valkyria_3
shirona_(pokemon),pokemon_dppt
yagami_iori,the_king_of_fighters
ibarazaki_emi,katawa_shoujo
ky_kiske,guilty_gear_2
princess_athena,snk
mila_(doa),dead_or_alive_5
female_protagonist_(persona_3),persona_q_(series)
may_(guilty_gear),guilty_gear
genos,one-punch_man
cloud_strife,final_fantasy_vii
pharah_(overwatch),overwatch
balalaika_(black_lagoon),black_lagoon
whip_(kof),the_king_of_fighters
riza_hawkeye,fullmetal_alchemist
uchiha_sarada,naruto_(series)
felicia,vampire_(game)
takahara_ayumi,kami_nomi_zo_shiru_sekai
kotomine_kirei,fate_(series)
lili_(tekken),tekken_5
haqua_d'rot_herminium,kami_nomi_zo_shiru_sekai
linne,under_night_in-birth
makoto_nanaya,blazblue
orie_(under_night_in-birth),under_night_in-birth
centorea_shianus,monster_musume_no_iru_nichijou
kosaka_chihiro,kami_nomi_zo_shiru_sekai
lambda-11,blazblue
esdeath,akame_ga_kill!
alisa_boskonovich,tekken_6
tharja,fire_emblem:_kakusei
ikezawa_hanako,katawa_shoujo
velvet_(odin_sphere),odin_sphere
ib_(ib),street_fighter_iv_(series)
anjou_naruko,ano_hi_mita_hana_no_namae_wo_bokutachi_wa_mada_shiranai.
power_girl,dc_comics
ononoki_yotsugi,nisemonogatari
black_hood,original
fujimiya_kaori,isshuukan_friends
isis_(p&d),puzzle_&_dragons
parasoul_(skullgirls),skullgirls
android_21,dragon_ball_fighterz
tsukuyomi_komoe,to_aru_majutsu_no_index
monk_(fft),final_fantasy_tactics
phalanx_(sekaiju),sekaiju_no_meikyuu_3
nene_(sengoku_musou),sengoku_musou_2
manako,monster_musume_no_iru_nichijou
satou_lilly,katawa_shoujo
aoki_reika,smile_precure!
kitten_(gravity_daze),gravity_daze
narukami_yuu,persona_4
princess_daisy,mario_strikers_charged
serena_(pokemon),pokemon_xy
sayaka_(saru_getchu),saru_getchu
anna_(frozen),frozen_(disney)
chloe_lemaire,girlfriend_(kari)
kusanagi_motoko,ghost_in_the_shell
riesbyfe_stridberg,tsukihime
ramlethal_valentine,guilty_gear_xrd
ling_xiaoyu,tekken
leona_heidern,the_king_of_fighters
yamanaka_ino,naruto_shippuuden
elizabeth_(bioshock_infinite),bioshock_infinite
naomi_(girls_und_panzer),girls_und_panzer
female_protagonist_(houkago_play),houkago_play
wendy_(wendy's),wendy's
usui_seri,original
shizue_(doubutsu_no_mori),doubutsu_no_mori
kirara_bernstein,gj-bu
rozalin,makai_senki_disgaea_2
fluttershy,my_little_pony_friendship_is_magic
nyotengu,dead_or_alive
tiamo,fire_emblem_heroes
rachel_gardner,satsuriku_no_tenshi
millia_rage,guilty_gear
nunotaba_shinobu,to_aru_majutsu_no_index
brigitte_(overwatch),overwatch
marida_cruz,gundam_unicorn
liechtenstein_(hetalia),axis_powers_hetalia
hungary_(hetalia),axis_powers_hetalia
choukai_(kantai_collection),kantai_collection
ikaruga_(senran_kagura),"""senran_kagura_shoujo-tachi_no_shin'ei"
kokutou_azaka,kara_no_kyoukai
winry_rockbell,fullmetal_alchemist
noihara_himari,omamori_himari
saki_(ar_tonelico),ar_tonelico_iii
cecily_cambell,seiken_no_blacksmith
yuria_(fire_emblem),fire_emblem_heroes
philia_(sao),sword_art_online
rio_rollins,super_blackjack
wakamoto_tetsuko,world_witches_series
amelie_mcgregor,uchi_no_hime-sama_ga_ichiban_kawaii
umegiri_ameto,beatmania_iidx
yamagishi_fuuka,persona_3
glycine_bleumer,sakura_taisen_iii
tsuruta_himeko,saki_achiga-hen
kataoka_yuuki,saki
ikeda_kana,saki
onjouji_toki,saki_achiga-hen
matsumi_kuro,saki_achiga-hen
takakamo_shizuno,saki_achiga-hen
oohoshi_awai,saki
matsumi_yuu,saki_achiga-hen
atarashi_ako,saki_achiga-hen
miyanaga_teru,saki
bachou_mouki,ikkitousen_xtreme_xecutor
takasugi_shinsuke,gintama
senri_akane,rewrite
saotome_ako,aikatsu_stars!
sorey_(tales),tales_of_zestiria
onoe_serika,chaos;child
kan'u_unchou,ikkitousen
levi_(shingeki_no_kyojin),shingeki_no_kyojin
kirito,sword_art_online_the_movie:_ordinal_scale
aida_mana,precure
yaya_(machine-doll),machine-doll_wa_kizutsukanai
minamino_kanade,suite_precure
ten'i_(ikkitousen),ikkitousen
silica,sword_art_online:_code_register
yakushiji_saaya,precure
chtholly_nota_seniorious,shuumatsu_nani_shitemasu_ka?
sarashiki_tatenashi,infinite_stratos
waver_velvet,fate_(series)
kozakura_marry,kagerou_project
isla_(plastic_memories),plastic_memories
mori_yuki,uchuu_senkan_yamato_2199
sakurauchi_riko,love_live!_sunshine!!
tsukikage_yuri,precure
kamitsure_(pokemon),pokemon_bw
eve_(elsword),elsword
kuonji_alice,mahou_tsukai_no_yoru
kirishima_touka,tokyo_ghoul
himeno_kanon,idolmaster_side-m
argo_the_rat,sword_art_online:_code_register
misaki_akeno,high_school_fleet
oozora_akari,aikatsu!_(series)
shalltear_bloodfallen,overlord_(maruyama)
tobiichi_origami,date_a_live
hikami_sumire,aikatsu!_(series)
urushibara_ruka,steins;gate
ophelia_phamrsolone,fate_(series)
takamaki_anne,persona_5
luciela_r._sourcream,elsword
tsugumi_seishirou,nisekoi
shiina_(angel_beats!),angel_beats!
kunikida_hanamaru,love_live!_sunshine!!
kuronuma_sawako,kimi_ni_todoke
himeragi_yukina,strike_the_blood
raiden_mei,honkai_(series)
suzukaze_aoba,new_game!
arisaka_mashiro,ao_no_kanata_no_four_rhythm
saji_genpou_(true),ikkitousen
shidou_irina,high_school_dxd
yuuki_(sao),sword_art_online:_code_register
lisbeth,sword_art_online:_code_register
belldandy,aa_megami-sama
nico_robin,one_piece
natsume_rin,little_busters!
qin_liangyu_(fate),fate_(series)
tsunemori_akane,psycho-pass
alice_schuberg,sword_art_online:_code_register
aiba_asagi,strike_the_blood
ram_(re:zero),re:zero_kara_hajimeru_isekai_seikatsu
albedo,overlord_(maruyama)
ump9_(girls_frontline),girls_frontline
hashiri_nio,akuma_no_riddle
elizabeth_liones,nanatsu_no_taizai
ravel_phenex,high_school_dxd
kirasaka_sayaka,strike_the_blood
wendy_marvell,fairy_tail
sawamura_spencer_eriri,saenai_heroine_no_sodatekata
lafter_frankland,gundam_tekketsu_no_orphans
lucy_heartfilia,fairy_tail
akitsushima_(kantai_collection),kantai_collection
iijima_yun,new_game!
tachibana_marika,nisekoi
shirai_hinako,blue_reflection
touma_kazusa,white_album_2
momo_velia_deviluke,to_love-ru
sistine_fiber,rokudenashi_majutsu_koushi_to_akashic_record
yuisis_(granblue_fantasy),granblue_fantasy
kishinami_hakuno_(female),fate_(series)
retoree,show_by_rock!!
yagami_kou,new_game!
shikibu_honoka,hikaru_ga_chikyuu_ni_itakoro
higuchi_kaede,nijisanji
vampire_(azur_lane),azur_lane
grea_(shingeki_no_bahamut),shingeki_no_bahamut
olga_marie_animusphere,fate_(series)
aoyama_sumika,original
milinda_brantini,heavy_object
tsukahara_hibiki,amagami
emori_miku,emori_miku_project
jouga_maya,gochuumon_wa_usagi_desu_ka?
signum,"""mahou_shoujo_lyrical_nanoha_a's"
watatsuki_no_toyohime,touhou
hiei_(kantai_collection),kantai_collection
nagatsuki_(kantai_collection),kantai_collection
hiro,hidamari_sketch
isonami_(kantai_collection),kantai_collection
ooshio_(kantai_collection),kantai_collection
kanzaki_kaori,to_aru_majutsu_no_index
akita_neru,vocaloid
northern_ocean_hime,kantai_collection
hoshizora_ikuyo,smile_precure!
meltlilith,fate_(series)
ushiromiya_rosa,umineko_no_naku_koro_ni
eva_beatrice,umineko_no_naku_koro_ni
beatrice,umineko_no_naku_koro_ni
sherry_birkin,resident_evil_2
squall_leonhart,final_fantasy_viii
elu_(nijisanji),nijisanji
tokino_sora,tokino_sora_channel
minamoto_sakura,zombie_land_saga
mizuno_ai,zombie_land_saga
morino_rinze,idolmaster_shiny_colors
san_diego_(azur_lane),azur_lane
imai_lisa,bang_dream!
m4_sopmod_ii_(girls_frontline),girls_frontline
bellezza_felutia,original
yuki_onna_(nurarihyon_no_mago),nurarihyon_no_mago
kushieda_minori,toradora!
youjo_(creek_(moon-sky)),original
kaga_(azur_lane),azur_lane
yukikaze_panettone,dog_days
yumi_(senran_kagura),senran_kagura_shinovi_versus
ichigaya_arisa,bang_dream!
kohinata_miku,senki_zesshou_symphogear
elizabeth_f_beurling,world_witches_series
namine_ritsu,utau
sena_airi,mashiroiro_symphony
mian_(dream_c_club),dream_c_club_(series)
belarus_(hetalia),axis_powers_hetalia
clala,quiz_magic_academy
mizutani_eri,idolmaster_dearly_stars
suzuki_ayane,idolmaster_dearly_stars
lucia_(pangya),pangya
hastur_(nyaruko-san),haiyore!_nyaruko-san
yamada_aoi,working!!
totooria_helmold,atelier_totori
soren,fire_emblem:_souen_no_kiseki
micaiah,fire_emblem:_akatsuki_no_megami
ilyana,fire_emblem:_souen_no_kiseki
linda_(fire_emblem),fire_emblem:_monshou_no_nazo
lilina,fire_emblem:_fuuin_no_tsurugi
zidane_tribal,final_fantasy_ix
beatrix,final_fantasy_ix
aisaka_sayo,mahou_sensei_negima!
maruyama_saki,girls_und_panzer
deedlit,record_of_lodoss_war
lightning_farron,final_fantasy_xiii
nikki_(swapnote),swapnote
izuna_(shinrabanshou),shinrabanshou
sento_isuzu,amagi_brilliant_park
lyn_(blade_&_soul),blade_&_soul
canaan_(character),canaan
togame,katanagatari
female_priest_(dungeon_and_fighter),dungeon_and_fighter
gwendolyn,odin_sphere
yukine_chris,senki_zesshou_symphogear
rodney_(warship_girls_r),warship_girls_r
ning_hai_(warship_girls_r),warship_girls_r
nu-13,blazblue
es_(xblaze),xblaze_code:_embryo
kokonoe,blazblue
richelieu_(kantai_collection),kantai_collection
sakawa_(kantai_collection),kantai_collection
etorofu_(kantai_collection),kantai_collection
aquila_(kantai_collection),kantai_collection
shouhou_(kantai_collection),kantai_collection
sumomo_(pokemon),pokemon_dppt
saten_ruiko,to_aru_majutsu_no_index
ayase_fuuka,yotsubato!
nishizono_mio,little_busters!
inami_mahiru,working!!
dekomori_sanae,chuunibyou_demo_koi_ga_shitai!
azuki_azusa,hentai_ouji_to_warawanai_neko.
libeccio_(kantai_collection),kantai_collection
katyusha,girls_und_panzer
nibutani_shinka,chuunibyou_demo_koi_ga_shitai!
choi_mochimazzui,tamako_market
suzunari_shizuku,original
aoi_sora_(pairan),original
dark_falz_apprentice,phantasy_star_online_2
clarisse_(granblue_fantasy),granblue_fantasy
haku_(p&d),puzzle_&_dragons
hitou_nami,sayonara_zetsubou_sensei
akatsuki_miho,akemiho_tabi_nikki
zeta_(granblue_fantasy),granblue_fantasy
karibuchi_hikari,world_witches_series
tar-21_(girls_frontline),girls_frontline
kanna_kamui,kobayashi-san_chi_no_maidragon
dead_master,black_rock_shooter
saratoga_(kantai_collection),kantai_collection
hatsuse_izuna,no_game_no_life
maebara_keiichi,higurashi_no_naku_koro_ni
weno's_blonde_original_character,original
china_(hetalia),axis_powers_hetalia
mary_(ib),ib
sophitia_alexandra,soulcalibur_vi
saint_martha,fate_(series)
kuroyukihime,accel_world
yoroizuka_mizore,hibike!_euphonium
konno_junko,zombie_land_saga
helma_lennartz,world_witches_series
oribe_shiori,akemiho_tabi_nikki
shinonono_houki,infinite_stratos
ooba_minori,original
morichika_rinnosuke,touhou
lin_(breath_of_fire),breath_of_fire_v
faris_scherwiz,final_fantasy_v
bianca,dragon_quest_v
fuuchouin_kazuki,getbackers
futaba_riho,dream_c_club_(series)
arancia,original
asamiya_athena,the_king_of_fighters
maou_(maoyuu),maoyuu_maou_yuusha
kiki,majo_no_takkyuubin
mustard_seeds,original
busujima_saeko,highschool_of_the_dead
kaguya_(kagaminomachi_no_kaguya),kagaminomachi_no_kaguya
sf-a2_miki,vocaloid
milla_maxwell,tales_of_xillia
shinomiya_himawari,vividred_operation
suzuya_juuzou,tokyo_ghoul:re
kitsu_chiri,sayonara_zetsubou_sensei
charlotte_(madoka_magica),mahou_shoujo_madoka_magica
lina_inverse,slayers
rainbow_mika,street_fighter
cidney_aurum,final_fantasy_xv
honolulu_(azur_lane),azur_lane
platinum_the_trinity,blazblue
tashkent_(kantai_collection),kantai_collection
mai_natsume,blazblue:_central_fiction
katarina_du_couteau,league_of_legends
komiya_kaho,idolmaster_shiny_colors
fukuda_noriko,idolmaster_million_live!_theater_days
yuukoku_kiriko,idolmaster_shiny_colors
sister_cleaire,nijisanji
marth,fire_emblem:_shin_monshou_no_nazo
kagerou_(fire_emblem_if),fire_emblem_if
rebecca_(fire_emblem),fire_emblem:_rekka_no_ken
dorothy_(princess_principal),princess_principal
tokiha_mai,my-hime
vector_(girls_frontline),girls_frontline
aizawa_inori,internet_explorer
orimura_chifuyu,infinite_stratos
oosaki_tenka,idolmaster_shiny_colors
andira_(granblue_fantasy),granblue_fantasy
tsurumaru_kuninaga,touken_ranbu
akita_toushirou,touken_ranbu
honebami_toushirou,touken_ranbu
heshikiri_hasebe,touken_ranbu
shokudaikiri_mitsutada,touken_ranbu
viktor_nikiforov,yuri!!!_on_ice
mikazuki_munechika,touken_ranbu
katsuki_yuuri,yuri!!!_on_ice
izumi-no-kami_kanesada,touken_ranbu
yamanbagiri_kunihiro,touken_ranbu
ookurikara,touken_ranbu
horikawa_kunihiro,touken_ranbu
hotarumaru,touken_ranbu
midare_toushirou,touken_ranbu
atsushi_toushirou,touken_ranbu
shinano_toushirou,touken_ranbu
kasen_kanesada,touken_ranbu
edward_elric,fullmetal_alchemist
ichigo_hitofuri,touken_ranbu
namazuo_toushirou,touken_ranbu
yagen_toushirou,touken_ranbu
yamato-no-kami_yasusada,touken_ranbu
phichit_chulanont,yuri!!!_on_ice
kumoi_ichirin,touhou
ushiromiya_lion,umineko_no_naku_koro_ni
onohara_asami,oku-sama_wa_joshi_kousei
reisen,touhou
nitori_shuuichi,hourou_musuko
kise_yayoi,smile_precure!
ichii_tooru,a_channel
touwa_erio,denpa_onna_to_seishun_otoko
astarotte_ygvar,lotte_no_omocha!
violet_evergarden_(character),violet_evergarden
jun'you_(kantai_collection),kantai_collection
saratoga_(azur_lane),azur_lane
z46_(azur_lane),azur_lane
royal_penguin_(kemono_friends),kemono_friends
javelin_(azur_lane),azur_lane
enterprise_(azur_lane),azur_lane
akashi_(azur_lane),azur_lane
matsukaze_(kantai_collection),kantai_collection
chijou_noko,chikanoko
warspite_(azur_lane),azur_lane
laffey_(azur_lane),azur_lane
matsuno_osomatsu,osomatsu-san
seragaki_aoba,dramatical_murder
takimoto_hifumi,new_game!
kido_tsubomi,vocaloid
sanka_rea,sankarea
yokune_ruko,utau
silva_(granblue_fantasy),granblue_fantasy
camieux,granblue_fantasy
sutera_(granblue_fantasy),granblue_fantasy
takanami_(kantai_collection),kantai_collection
diane_(nanatsu_no_taizai),nanatsu_no_taizai
kamoi_(kantai_collection),kantai_collection
dunkerque_(azur_lane),azur_lane
st_ar-15_(girls_frontline),girls_frontline
korwa,granblue_fantasy
mito_ikumi,shokugeki_no_souma
ferry_(granblue_fantasy),granblue_fantasy
metera_(granblue_fantasy),granblue_fantasy
annie_hastur,league_of_legends
suomi_kp31_(girls_frontline),girls_frontline
rfb_(girls_frontline),girls_frontline
oryou_(girls_und_panzer),girls_und_panzer
shiina_mafuyu,seitokai_no_ichizon
kakyouin_noriaki,stardust_crusaders
howl_(howl_no_ugoku_shiro),howl_no_ugoku_shiro
uchiha_itachi,naruto_(series)
kise_ryouta,kuroko_no_basuke
manaka_lala,pripara
nijino_yume,aikatsu_stars!
otoshiro_seira,aikatsu!_(series)
wu_zetian_(fate/grand_order),fate_(series)
nanakura_koharu,aikatsu_stars!
takagi-san,karakai_jouzu_no_takagi-san
ozen,made_in_abyss
sakura_airi,youkoso_jitsuryoku_shijou_shugi_no_kyoushitsu_e
hinata_yukari,yuyushiki
qbz-95_(girls_frontline),girls_frontline
ohara_mari,love_live!_sunshine!!
mitake_ran,bang_dream!
tougou_hifumi,persona_5
nekomiya_hinata,hinata_channel
shima_rin,yurucamp
ashikaga_chachamaru,soukou_akki_muramasa
hammann_(azur_lane),azur_lane
rumia_tingel,rokudenashi_majutsu_koushi_to_akashic_record
stella_vermillion,rakudai_kishi_no_cavalry
futaba_aoi_(vividred_operation),vividred_operation
tsuneki_hikari,seiren
otosaka_ayumi,charlotte_(anime)
karuma_mei,gyakuten_saiban
cagalli_yula_athha,gundam_seed
nonohara_yuzuko,yuyushiki
buratei_marii,joshiraku
myucel_foalan,outbreak_company
ichijou_hotaru,non_non_biyori
yamoto_koki,ninja_slayer
tomori_nao,charlotte_(anime)
alisa_ilinichina_amiella,god_eater_burst
little_red_riding_hood_(grimm),original
usami_sumireko,touhou
jahy,jahy_sama_wa_kujikenai
hoshino_fumina,gundam_build_fighters_try
hiiragi_yuzu,yuu-gi-ou_arc-v
sakuya_(p&d),puzzle_&_dragons
regina_(dokidoki!_precure),precure
serena_(yuu-gi-ou_arc-v),yuu-gi-ou_gx
sun_wukong,journey_to_the_west
aioi_yuuko,nichijou
meimei_(p&d),puzzle_&_dragons
luke_fon_fabre,tales_of_the_abyss
echidna_(p&d),puzzle_&_dragons
alisha_diphda,tales_of_zestiria
momoe_nagisa,mahou_shoujo_madoka_magica_movie
nanjou_hikaru,idolmaster_cinderella_girls
hiradaira_chisaki,nagi_no_asukara
luxanna_crownguard,league_of_legends
claire_redfield,resident_evil_2
mithra,final_fantasy_xi
cyan_(show_by_rock!!),show_by_rock!!
slaine_troyard,aldnoah.zero
bronya_zaychik,honkai_(series)
itou_chika,ichigo_mashimaro
reki,haibane_renmei
mirage_farina_jenius,macross_delta
kaname_buccaneer,macross_delta
sieg_(fate/apocrypha),fate_(series)
einhart_stratos,mahou_shoujo_lyrical_nanoha_vivid
sombra_(overwatch),overwatch
nao_(mabinogi),mabinogi
america_(hetalia),axis_powers_hetalia
yayoi_sakura,original
noire,neptune_(series)
hei,darker_than_black
harada_makoto,uchuu_senkan_yamato_2199
waltrud_krupinski,world_witches_series
kuroda_kunika,world_witches_series
ray_littlechamber,original
min_min_(arms),arms_(game)
elvaan,final_fantasy_xi
caesar_anthonio_zeppeli,jojo_no_kimyou_na_bouken
m.o.m.o.,xenosaga
velvet_scarlatina,rwby
hermione_granger,k-on!
zessica_wong,aquarion_evol
kazanari_tsubasa,senki_zesshou_symphogear
m4a1_(girls_frontline),girls_frontline
k-2_(girls_frontline),girls_frontline
ribeyrolles_1918_(girls_frontline),girls_frontline
yozakura_(senran_kagura),senran_kagura_new_wave
eno_konoe,original
mugetsu,touhou_(pc-98)
isabella_valentine,soulcalibur
kirakishou,rozen_maiden
igawa_sakura,taimanin_asagi
igarashi_futaba_(shiromanta),senpai_ga_uzai_kouhai_no_hanashi
miyasaka_ryou,inazuma_eleven_(series)
kyon,suzumiya_haruhi_no_yuuutsu
koizumi_itsuki,suzumiya_haruhi_no_yuuutsu
serra,fire_emblem:_rekka_no_ken
mori_hikiko,original
nakahara_(teriyaki),original
meme_(me!me!me!),me!me!me!
urabe_mikoto,nazo_no_kanojo_x
yuuki_yuuna,yuusha_de_aru
utsugi_yuuki,girls_und_panzer
totsuka_saika,yahari_ore_no_seishun_lovecome_wa_machigatteiru.
hatsukaze_(kantai_collection),kantai_collection
seiran_(touhou),touhou
commandant_teste_(kantai_collection),kantai_collection
arashio_(kantai_collection),kantai_collection
little_nurse,mentholatum
saijou_juri,idolmaster_shiny_colors
beatrice_(princess_principal),princess_principal_game_of_mission
martina_(dq11),dragon_quest_xi
iris_yuma,soul_worker
iris_(rockman_x),rockman_x4
so_dakki,houshin_engi
shirogane_luna,ryuusei_no_rockman
hinamori_amu,toradora!
uryuu_minene,mirai_nikki
higana_(pokemon),pokemon_oras
gardevoir,pokemon
touko_(pokemon),pokemon_bw
psylocke,x-men
rosa_farrell,final_fantasy_iv
lady_(devil_may_cry),devil_may_cry
white_mage,final_fantasy
tenma_gabriel_white,gabriel_dropout
nijou_noriko,maria-sama_ga_miteru
virginia_maxwell,wild_arms_3
hunter_(ragnarok_online),ragnarok_online
misha_(pita_ten),pita_ten
shana,shakugan_no_shana
usami_mizuki,kono_bijutsubu_niwa_mondai_ga_aru!
daidouji_tomoyo,cardcaptor_sakura
hana_n_fountainstand,hanayamata
takakura_himari,mawaru_penguindrum
eren_yeager,shingeki_no_kyojin
ken_marinaris,zone_of_the_enders_2
annie_leonhardt,shingeki_no_kyojin
niya,original
futaki_kanata,little_busters!
saratoga_(warship_girls_r),warship_girls_r
diamond_(houseki_no_kuni),houseki_no_kuni
arthur_pendragon_(fate),fate_(series)
ump45_(girls_frontline),girls_frontline
negev_(girls_frontline),girls_frontline
miyu_edelfelt,fate_(series)
yae_sakura_(honkai_impact),honkai_(series)
lalafell,final_fantasy_xiv
shinsha_(houseki_no_kuni),houseki_no_kuni
ilsa_(granblue_fantasy),granblue_fantasy
shiramine_rika,original
brynhildr_(fate),fate_(series)
uranami_(kantai_collection),kantai_collection
oda_nobunaga_(fate),fate_(series)
,original
cygnet_(azur_lane),azur_lane
kiss-shot_acerola-orion_heart-under-blade,monogatari_(series)
ionasal_kkll_preciel,surge_concerto
kongou_(aoki_hagane_no_arpeggio),aoki_hagane_no_arpeggio
ouka_september,original
shirakiin_ririchiyo,inu_x_boku_ss
note-chan,original
yonomori_kobeni,mikakunin_de_shinkoukei
setsuna_f_seiei,gundam_00
sasaki_chiho,hataraku_maou-sama!
sayla_mass,mobile_suit_gundam
dark_magician_girl,yuu-gi-ou_duel_monsters
iwato_kasumi,saki
garie_tuman,senki_zesshou_symphogear
miyoshi_karin,yuusha_de_aru
tsukuyomi_shirabe,senki_zesshou_symphogear
phara_suyuf,senki_zesshou_symphogear
uka-no-mitama-no-kami_(inakon),inari_konkon_koi_iroha.
yunomiya_agari,original
maria_cadenzavna_eve,senki_zesshou_symphogear
komichi_aya,kin-iro_mosaic
inaba_himeko,kokoro_connect
erwin_(girls_und_panzer),girls_und_panzer
nakiri_erina,shokugeki_no_souma
la_pucelle_(mahoiku),mahou_shoujo_ikusei_keikaku
elf_(dragon's_crown),dragon's_crown
sesshoumaru,inuyasha
apollonia_vaar,granblue_fantasy
malariya,quiz_magic_academy
karasuma_chitose_(girlish_number),girlish_number
aoba_kokona,yama_no_susume
toono_minagi,air
shuu_(inazuma_eleven),inazuma_eleven_go
kitashirakawa_anko,tamako_market
kuromiya_raika,original
millhiore_f_biscotti,dog_days
minato_yukina,bang_dream!
meiko_(inuarashi),original
re-class_battleship,kantai_collection
fukube_tamaki,akemiho_tabi_nikki
anceril_sacred,shirokami_project
isshiki_akane,vividred_operation
tsutsukakushi_tsukiko,hentai_ouji_to_warawanai_neko.
trance_(hijiri),original
katou_danzou_(fate/grand_order),fate_(series)
saegusa_wakaba,vividred_operation
ciel_sacred,shirokami_project
natalia_poklonskaya,real_life
airfield_hime,kantai_collection
noctis_lucis_caelum,lord_of_vermilion_iv
sumi_elias,original
emerald_sustrai,rwby
sakura_(usashiro_mani),original
futaba_akane,original
nanashi_(ganesagi),original
pikachu,pokemon
midorikawa_hana,prison_school
hippopotamus_(kemono_friends),kemono_friends
tiffy,original
golden_snub-nosed_monkey_(kemono_friends),kemono_friends
sky_(sky-freedom),original
jabami_yumeko,kakegurui
bedivere,fate_(series)
takamine_noa,idolmaster_cinderella_girls
roy_mustang,fullmetal_alchemist
alphonse_elric,fullmetal_alchemist
lunch_(dragon_ball),dragon_ball_(classic)
videl,dragon_ball_z
reiko_holinger,gundam_card_builder
