Column 5,Column 6
mizuno_youko,maria-sama_ga_miteru
tsukamoto_yakumo,school_rumble
yoshida_kazumi,shakugan_no_shana
matsushima_michiru,grisaia_no_kajitsu
gotou_jun,tenshi_no_3p!
kamui_gakupo,vocaloid
takanashi_touka,chuunibyou_demo_koi_ga_shitai!
sharena,fire_emblem_heroes
hatsuharu_(kantai_collection),kantai_collection
yan_qing_(fate/grand_order),fate_(series)
chabashira_tenko,new_danganronpa_v3
elie_macdowell,zero_no_kiseki
clarine,fire_emblem:_fuuin_no_tsurugi
tron_bonne,rockman_dash
nogizaka_haruka,vocaloid
hiei_(azur_lane),azur_lane
krom,super_smash_bros._ultimate
menat,street_fighter_v
alchemist_(ragnarok_online),ragnarok_online
raven_(tales),tales_of_vesperia
nishi_minami,original
yusa_kozue,idolmaster_cinderella_girls
mitsumine_yuika,idolmaster_shiny_colors
matsunaga_ryou,idolmaster_cinderella_girls
izumi_reina,musaigen_no_phantom_world
ayano_aishi,yandere_simulator
rin_(shelter),shelter_(music_video)
labrys,persona_4:_the_ultimate_in_mayonaka_arena
shimada_chiyo,girls_und_panzer
serah_farron,final_fantasy_xiii
estel_freesia,yoake_mae_yori_ruri_iro_na
taki_(soulcalibur),soulcalibur
nancy_lee,ninja_slayer
llenn_(sao),sword_art_online_alternative:_gun_gale_online
setsuko_ohara,super_robot_wars_z
akai_ringo_(ookami-san),ookami-san
oonuma_kurumi,idolmaster_cinderella_girls
kita_hinako,idolmaster_cinderella_girls
ashley_(warioware),warioware
airi_(queen's_blade),queen's_blade
kuhouin_murasaki,kure-nai
tororo_inniina,original
sansei_muramasa,soukou_akki_muramasa
amifumi_inko,aldnoah.zero
tokiwa_midori,tamako_market
jinno_megumi,eromanga_sensei
myoudouin_itsuki,precure
arisugawa_otome,aikatsu!_(series)
harley_quinn,suicide_squad
mg5_(girls_frontline),girls_frontline
essex_(azur_lane),azur_lane
amane_misa,death_note
cassandra_alexandra,soulcalibur
nina_(breath_of_fire_v),breath_of_fire_v
elis_(touhou),touhou_(pc-98)
gengetsu,touhou_(pc-98)
moriyama_shiemi,ao_no_exorcist
dark_dream,yes!_precure_5
kisaragi_saya,blood-c
liliruca_arde,dungeon_ni_deai_wo_motomeru_no_wa_machigatteiru_darou_ka
chidori_kaname,full_metal_panic!
prince_of_wales_(azur_lane),azur_lane
fire_keeper,souls_(from_software)
kasuga_maru_(kantai_collection),lawson
nikaidou_saki,zombie_land_saga
suguri_(character),suguri
fujino_shizuru,my-hime
uzaki_hana,uzaki-chan_wa_asobitai!
sherlock_shellingford,tantei_opera_milky_holmes
pachira,renkin_san-kyuu_magical_pokaan
crimson_viper,street_fighter_iv_(series)
hitomi_(doa),dead_or_alive
lei_fang,dead_or_alive
asagiri_asagi,nippon_ichi
glasses_girl_(nameo),original
annie_mei,annie_mei_project
yamamoto_akira,uchuu_senkan_yamato_2199
chai_xianghua,soulcalibur_ii
tezuka_rin,katawa_shoujo
kurosaki_mea,to_love-ru_darkness
fio_germi,snk
nekomata_(youkai_hyakki-tan!),youkai_hyakki-tan!
strea,sword_art_online
serafall_leviathan,high_school_dxd
shiro_(no_game_no_life),no_game_no_life
selesia_upitiria,re:creators
celia_kumani_entory,walkure_romanze
akatsuki_(log_horizon),log_horizon
sono_midoriko,girls_und_panzer
matsumoto_rise,yuru_yuri
mikasa_(azur_lane),azur_lane
fatina,druaga_no_tou
skuld,aa_megami-sama
nina_(breath_of_fire_ii),breath_of_fire_ii
morino_ichigo,onegai_teacher
akame,akame_ga_kill!
north_carolina_(azur_lane),azur_lane
tisshu_(karutamo),original
yakui,nijiura_maids
niimi_kaoru,uchuu_senkan_yamato_2199
lute_(fire_emblem),fire_emblem:_seima_no_kouseki
astaroth_(shinrabanshou),shinrabanshou
earth-chan,original
furutani_himawari,yuru_yuri
juvia_lockser,fairy_tail
kazano_hiori,idolmaster_shiny_colors
soleil_(fire_emblem_if),fire_emblem_if
tonbokiri_(touken_ranbu),touken_ranbu
maeda_toushirou,touken_ranbu
luviagelita_edelfelt,fate_(series)
repulse_(azur_lane),azur_lane
kohaku_(yua),original
hange_zoe,shingeki_no_kyojin
z23_(azur_lane),azur_lane
nargacuga_(armor),monster_hunter
tsurime-chan,original
yuri_(doki_doki_literature_club),doki_doki_literature_club
nishimiya_shouko,koe_no_katachi
vittorio_veneto_(warship_girls_r),warship_girls_r
chiya_(urara_meirochou),urara_meirochou
silence_suzuka,umamusume
kukuri,mahoujin_guruguru
kotone_(pokemon),pokemon_hgss
bellows_(suisei_no_gargantia),suisei_no_gargantia
asari_nanami,idolmaster_cinderella_girls
android_girl_(itou),original
ning_hai_(azur_lane),azur_lane
kon_futaba,soredemo_machi_wa_mawatteiru
nakatsu_shizuru,rewrite
lust,fullmetal_alchemist
kuroki_rei,vividred_operation
oikura_sodachi,owarimonogatari
oomuro_hanako,yuru_yuri
meowstress,monster_hunter
shaga_ayame,ben-tou
yasuhara_ema,shirobako
futaba_aoi,original
touhoku_zunko,voiceroid
anthuria,granblue_fantasy
akimoto_komachi,yes!_precure_5
veronica_(dq11),dragon_quest_xi
asahina_mirai,precure
tendou_karen,gamers!
lion_(kemono_friends),kemono_friends
hikawa_hina,bang_dream!
matsuoka_miu,ichigo_mashimaro
sylphy_(amaburi),amagi_brilliant_park
kagura_(azumanga_daiou),azumanga_daiou
atoli_(.hack//),.hack//g.u.
kuraki_suzuna,kao_no_nai_tsuki
takanashi_nazuna,working!!
tachibana_himeko,k-on!
shiori_(kamioka_shun'ya),original
tatsumi_kanji,persona_4
birdy_cephon_altirra,tetsuwan_birdy
white_heart,neptune_(series)
tsunade,naruto_(series)
hachiroku_(maitetsu),maitetsu
shimizu_kiyoko,haikyuu!!
amano_tooko,bungaku_shoujo
belphegor_(reborn),katekyo_hitman_reborn!
eliza_(tekken),tekken_revolution
fubuki_shirou,inazuma_eleven_(series)
minamisawa_atsushi,inazuma_eleven_go
toudou_shion,pripara
ryouna_(senran_kagura),senran_kagura_shinovi_versus
ogasawara_rinko,shirobako
jessica_jefferson,original
jude_mathis,tales_of_xillia
sachi_(sao),sword_art_online
gally,gunnm
ayasaki_hayate,hayate_no_gotoku!
tina_sprout,black_bullet
sanaki_kirsch_altina,fire_emblem:_akatsuki_no_megami
miwajou,original
asakura_yume,da_capo_ii
yuneri_(azuki_akizuki),original
hisako_(angel_beats!),angel_beats!
otonashi_(angel_beats!),angel_beats!
misaka_kaori,shinrabanshou
asada_shino,sword_art_online
tougou_ai,idolmaster_cinderella_girls
naoi_ayato,angel_beats!
tsuchiya_(girls_und_panzer),girls_und_panzer
sakura_mai_(photokano),photokano
naegino_sora,kaleido_star
yukimura_aoi,yama_no_susume
nora_valkyrie,rwby
mage_(dungeon_and_fighter),dungeon_and_fighter
felt_(re:zero),re:zero_kara_hajimeru_isekai_seikatsu
cordelia_(saga),saga_frontier_2
ymir_(shingeki_no_kyojin),shingeki_no_kyojin
grizzly_mkv_(girls_frontline),girls_frontline
pannacotta_fugo,jojo_no_kimyou_na_bouken
fuyuumi_ai,ore_no_kanojo_to_osananajimi_ga_shuraba_sugiru
uma_(oopartz_yang),original
azuma_lim,azuma_lim_channel
rasis,sound_voltex
roboco-san,roboco_ch.
mononobe_alice,nijisanji
k5_(girls_frontline),girls_frontline
kuroko_tetsuya,kuroko_no_basuke
haru_(tsuritama),tsuritama
lenalee_lee,d.gray-man
tenko_kuugen,wagaya_no_oinari-sama
takino_tomo,azumanga_daiou
sheik,the_legend_of_zelda:_twilight_princess
fjorm_(fire_emblem_heroes),fire_emblem_heroes
yotsuba_alice,precure
carpaccio,girls_und_panzer
sheeda,fire_emblem:_monshou_no_nazo
inui_sana,mashiroiro_symphony
tennousu_athena,hayate_no_gotoku!
aisha_(elsword),elsword
yurin_leciel,gundam_age
gourai,frame_arms_girl
merry_(grimgar),hai_to_gensou_no_grimgar
nagara_(azur_lane),azur_lane
leilan_(p&d),puzzle_&_dragons
shimotsuki_potofu,original
karina_lyle,tiger_&_bunny
hijikata_toushirou,gintama
diavolo,jojo_no_kimyou_na_bouken
diego_brando,steel_ball_run
hisau_maiya,fate_(series)
sola-ui_nuada-re_sophia-ri,fate_(series)
lunafreya_nox_fleuret,kingsglaive:_final_fantasy_xv
rche_(beatmania),beatmania_iidx
otonashi_haruna,inazuma_eleven_(series)
raimon_natsumi,inazuma_eleven_(series)
yoshioka_chie,to_heart_2
kamigishi_akari,to_heart
nekomusume,gegege_no_kitarou
arima_miyako,tsukihime
darry_adai,tengen_toppa_gurren_lagann
miniwa_tsumiki,acchi_kocchi
doudanuki_masakuni,touken_ranbu
robin_hood_(fate),fate_(series)
muse_(amaburi),amagi_brilliant_park
saria,the_legend_of_zelda:_ocarina_of_time
monica_kruszewski,code_geass
lei_lei,vampire_(game)
munetani_mashiro,high_school_fleet
goshiki_agiri,kill_me_baby
kinukawa_chinatsu,original
kiba_manami,idolmaster_cinderella_girls
kan'u,koihime_musou
kasugano_urara_(yes!_precure_5),yes!_precure_5
sakaki_shizuka,shirobako
wonder_woman,wonder_woman_(series)
lacus_clyne,gundam_seed
dark_precure,precure
glorious_(azur_lane),azur_lane
houchou_toushirou,touken_ranbu
kanzaki_hideri,blend_s
ienaga_mugi,nijisanji
laphicet_(tales),tales_of_berseria
rukino_saki,kakumeiki_valvrave
izayoi_(blazblue),blazblue:_chronophantasma
aquila_yuna,saint_seiya_omega
shizuku_(hunter_x_hunter),hunter_x_hunter
yami_shoujo,original
sakurai_aoi,rail_wars!
riven_(league_of_legends),league_of_legends
katou_asuka,watashi_ga_motenai_no_wa_dou_kangaetemo_omaera_ga_warui!
sakuramachi_touko,succubus_stayed_life
hatsuseno_alpha,yokohama_kaidashi_kikou
triela,gunslinger_girl
ikusaba_mukuro,danganronpa_1
chibi_usa,bishoujo_senshi_sailor_moon
kokkoro_(princess_connect!),princess_connect!_re:dive
lee_ji-eun_(bural_chingu),original
reticulated_giraffe_(kemono_friends),schatzkiste
anemone_(flower_knight_girl),flower_knight_girl
honda_futayo,kyoukaisenjou_no_horizon
yorda,ico
gawain_(fate/extra),fate_(series)
okita_sougo,gintama
kaai_yuki,vocaloid
akashiya_moka,rosario+vampire
shera_l_greenwood,isekai_maou_to_shoukan_shoujo_dorei_majutsu
yuuki_kei,moyashimon
uchida_mayumi,high_school_fleet
mikado_nagi,uta_no_prince-sama_maji_love_2000_percent
russia_(hetalia),k-on!
fuyumine_naoto,dogs:_bullets_&_carnage
louise_halevy,gundam_00
marica_(fire_emblem),fire_emblem:_seima_no_kouseki
norimaki_arale,dr._slump
ayuzawa_misaki,kaichou_wa_maid-sama!
palutena,kid_icarus_uprising
l_lawliet,death_note
killua_zoldyck,hunter_x_hunter
zoro_roronoa,one_piece
kurisu_makise,steins_gate
edward_elric,fullmetal_alchemist_brotherhood
sasuke_uchiha,naruto
mikasa_ackerman,attack_on_titan
kurosaki_ichigo,bleach
sebastian_michaelis,black_butler
zaya_orihara,durarara
totoro,my_neighbor_totoro
yuno_gasai,mirai_nikki
taiga_aisaka,toradora!
yui_hirasawa,k-on!!
izumi_miyamura,horimiya
yuu_ishigami,kaguya-sama:_love_is_war
usui_takumi,kaichu_wa_maid_sama
guts,berserk
lisa_lisa,jojo's_bizarre_adventure
baki_hanma,baki
kira_yoshikage,jojo's_bizarre_adventure
tohru,miss_kobayashi's_dragon_maid
shinya_hiragi,seraph_of_the_end
kenma_kozume,haikyuu
rin_tohsaka,fate
erza_scarlet,fairy_tail
mai_sakurajima,rascal_doesn't_dream_of_bunny_girl_senpai
rintarou_okabe,steins_gate
meliodas,seven_deadly_sins
trevor_belmont,castlevania
orochimaru,naruto
jolyne_kujo,jojo's_bizarre_adventure
nobara_kugisaki,jujutsu_kaisen
sakura,naruto
sailor_moon,sailor_moon
vegeta,dragon_ball_z
monkey_d_luffy,one_piece
reigen_arataka,mob_psycho_100
osamu_dazai,bungou_stray_dogs
hikigaya_hachiman,oregairu
roy_mustang,fullmetal_alchemist_brotherhood
eren_yeager,attack_on_titan
tanjiro_kamado,demon_slayer
senku_ishigami,dr._stone
gojo_satoru,jujutsu_kaisen
nezuko_kamado,demon_slayer
emma,the_promised_neverland
rimuru_tempest,that_time_i_got_reincarnated_as_a_slime
giyu_tomioka,demon_slayer
zenitsu_agatsuma,demon_slayer
inosuke_hashibira,demon_slayer
tohru_honda,fruits_basket
norman,the_promised_neverland
shinra_kusakabe,fire_force
rengoku_kyojuro,demon_slayer
hawks,my_hero_academia
natsu_dragneel,fairy_tail
gon_freecss,hunter_x_hunter
light_yagami,death_note
saitama,one_punch_man
itachi_uchiha,naruto
sesshomaru,inuyasha
spike_spiegel,cowboy_bebop
alucard,hellsing
nami,one_piece
son_goku,dragon_ball
yusuke_urameshi,yu_yu_hakusho
joseph_joestar,jojo's_bizarre_adventure
yugi_mutou,yu-gi-oh!
anya_forger,spy_x_family
power,chainsaw_man
loid_forger,spy_x_family
denji,chainsaw_man
makima,chainsaw_man
komi_shouko,komi_can't_communicate
ai_hayasaka,kaguya-sama:_love_is_war
miyuki_shirogane,kaguya-sama:_love_is_war
armin_arlert,attack_on_titan
levi_ackerman,attack_on_titan
kaguya_shinomiya,kaguya_sama:_love_is_war
shoto_todoroki,my_hero_academia
emilia,rezero_starting_life_in_another_world
subaru_natsuki,rezero_starting_life_in_another_world
rem,rezero_starting_life_in_another_world
ram,rezero_starting_life_in_another_world
beatrice,rezero_starting_life_in_another_world
felix_argyle,rezero_starting_life_in_another_world
ken_kaneki,tokyo_ghoul
megumin,konosuba
aqua,konosuba
kazuma,konosuba
zero_two,darling_in_the_franxx
yuuki_asuna,sword_art_online
bocchi_hitori,bocchi_the_rock
